Entity,Code,Year,Wine | 00000564 || Production | 005510 || tonnes
Brazil,BRA,2014,260000
Brazil,BRA,2015,270000
Brazil,BRA,2016,130000
Brazil,BRA,2017,371237
Brazil,BRA,2018,390806
Brazil,BRA,2019,378772
Brazil,BRA,2020,326646
Bulgaria,BGR,1961,208000
Bulgaria,BGR,1962,352000
Bulgaria,BGR,1963,384000
Bulgaria,BGR,1964,325100
Bulgaria,BGR,1965,396300
Bulgaria,BGR,1966,414300
Bulgaria,BGR,1967,351000
Bulgaria,BGR,1968,497100
Bulgaria,BGR,1969,491300
Bulgaria,BGR,1970,408500
Bulgaria,BGR,1971,408700
Bulgaria,BGR,1972,378800
Bulgaria,BGR,1973,520500
Bulgaria,BGR,1974,444200
Bulgaria,BGR,1975,360000
Bulgaria,BGR,1976,537200
Bulgaria,BGR,1977,370800
Bulgaria,BGR,1978,452400
Bulgaria,BGR,1979,468100
Bulgaria,BGR,1980,409200
Bulgaria,BGR,1981,486400
Bulgaria,BGR,1982,574000
Bulgaria,BGR,1983,454900
Bulgaria,BGR,1984,515500
Bulgaria,BGR,1985,385900
Bulgaria,BGR,1986,389800
Bulgaria,BGR,1987,359200
Bulgaria,BGR,1988,339900
Bulgaria,BGR,1989,265686
Bulgaria,BGR,1990,248046
Bulgaria,BGR,1991,254989
Bulgaria,BGR,1992,221000
Bulgaria,BGR,1993,168300
Bulgaria,BGR,1994,188500
Bulgaria,BGR,1995,259300
Bulgaria,BGR,1996,237400
Bulgaria,BGR,1997,212800
Bulgaria,BGR,1998,195544
Bulgaria,BGR,1999,171451
Bulgaria,BGR,2000,183372
Bulgaria,BGR,2001,123015
Bulgaria,BGR,2002,114509
Bulgaria,BGR,2003,143835
Bulgaria,BGR,2004,194804.1
Bulgaria,BGR,2005,169445.5
Bulgaria,BGR,2006,173594.7
Bulgaria,BGR,2007,136953
Bulgaria,BGR,2008,230046
Bulgaria,BGR,2009,164525
Bulgaria,BGR,2010,150083
Bulgaria,BGR,2011,122687
Bulgaria,BGR,2012,133700
Bulgaria,BGR,2013,130500
Bulgaria,BGR,2014,88100
Bulgaria,BGR,2015,156800
Bulgaria,BGR,2016,133398
Bulgaria,BGR,2017,119309
Bulgaria,BGR,2018,117018
Bulgaria,BGR,2019,108400
Bulgaria,BGR,2020,91700
Canada,CAN,1961,21827.4
Canada,CAN,1962,25107.6
Canada,CAN,1963,25632.6
Canada,CAN,1964,26597.2
Canada,CAN,1965,24131.1
Canada,CAN,1966,28956.9
Canada,CAN,1967,33656.7
Canada,CAN,1968,34291.6
Canada,CAN,1969,36196.3
Canada,CAN,1970,41911.8
Canada,CAN,1971,55247.5
Canada,CAN,1972,41909
Canada,CAN,1973,43183
Canada,CAN,1974,38101.7
Canada,CAN,1975,46958.8
Canada,CAN,1976,49304.5
Canada,CAN,1977,37926
Canada,CAN,1978,52003
Canada,CAN,1979,43918
Canada,CAN,1980,45493
Canada,CAN,1981,45402
Canada,CAN,1982,45871
Canada,CAN,1983,52822
Canada,CAN,1984,60620
Canada,CAN,1985,48209
Canada,CAN,1986,57099
Canada,CAN,1987,54761
Canada,CAN,1988,54229
Canada,CAN,1989,28980
Canada,CAN,1990,33229
Canada,CAN,1991,37786
Canada,CAN,1992,33747
Canada,CAN,1993,24948
Canada,CAN,1994,30093
Canada,CAN,1995,35483
Canada,CAN,1996,33285
Canada,CAN,1997,34447
Canada,CAN,1998,39592
Canada,CAN,1999,51170
Canada,CAN,2000,42791
Canada,CAN,2001,44534
Canada,CAN,2002,46886
Canada,CAN,2003,35889
Canada,CAN,2004,52220
Canada,CAN,2005,29134
Canada,CAN,2006,52668
Canada,CAN,2007,50155
Canada,CAN,2008,54320
Canada,CAN,2009,45388
Canada,CAN,2010,50743
Canada,CAN,2011,61418
Canada,CAN,2012,62041
Canada,CAN,2013,69720
Canada,CAN,2014,58195.33
Canada,CAN,2015,59790.31
Canada,CAN,2016,63776.14
Canada,CAN,2017,70433.22
Canada,CAN,2018,70286.32
Canada,CAN,2019,69660
Canada,CAN,2020,65610
Caribbean (FAO),,1999,14850
Caribbean (FAO),,2000,15590
Caribbean (FAO),,2001,14080
Caribbean (FAO),,2002,10800
Caribbean (FAO),,2003,11000
Caribbean (FAO),,2004,9900
Caribbean (FAO),,2005,9500
Caribbean (FAO),,2006,9390
Caribbean (FAO),,2007,10150
Caribbean (FAO),,2008,10650
Caribbean (FAO),,2009,10400
Caribbean (FAO),,2010,10760
Caribbean (FAO),,2011,11390
Caribbean (FAO),,2012,12400
Caribbean (FAO),,2013,11620
Caribbean (FAO),,2014,12500
Caribbean (FAO),,2015,11510
Caribbean (FAO),,2016,11660
Caribbean (FAO),,2017,11980
Caribbean (FAO),,2018,11400
Caribbean (FAO),,2019,10600
Caribbean (FAO),,2020,14430
Central America (FAO),,1961,29401.75
Central America (FAO),,1962,28387.93
Central America (FAO),,1963,32598.1
Central America (FAO),,1964,34694.64
Central America (FAO),,1965,39105.67
Central America (FAO),,1966,41881.88
Central America (FAO),,1967,40407.03
Central America (FAO),,1968,43347.31
Central America (FAO),,1969,46328.71
Central America (FAO),,1970,70563.82
Central America (FAO),,1971,71979.08
Central America (FAO),,1972,74848.61
Central America (FAO),,1973,85124.04
Central America (FAO),,1974,93021.4
Central America (FAO),,1975,96213.62
Central America (FAO),,1976,110021.91
Central America (FAO),,1977,114336.83
Central America (FAO),,1978,165641.7
Central America (FAO),,1979,157277.31
Central America (FAO),,1980,170565.06
Central America (FAO),,1981,233123.31
Central America (FAO),,1982,230744.53
Central America (FAO),,1983,229816.34
Central America (FAO),,1984,206435.33
Central America (FAO),,1985,219503.56
Central America (FAO),,1986,246592.23
Central America (FAO),,1987,181173.94
Central America (FAO),,1988,192821.89
Central America (FAO),,1989,179262.95
Central America (FAO),,1990,153508.58
Central America (FAO),,1991,179776.64
Central America (FAO),,1992,183561.22
Central America (FAO),,1993,167097.22
Central America (FAO),,1994,203632.83
Central America (FAO),,1995,146752.33
Central America (FAO),,1996,133409.12
Central America (FAO),,1997,152531.52
Central America (FAO),,1998,136271.97
Central America (FAO),,1999,144503.72
Central America (FAO),,2000,104258.88
Central America (FAO),,2001,141238.52
Central America (FAO),,2002,101359.63
Central America (FAO),,2003,109772.05
Central America (FAO),,2004,73167.52
Central America (FAO),,2005,41607.45
Central America (FAO),,2006,56900.19
Central America (FAO),,2007,63143.44
Central America (FAO),,2008,55734.33
Central America (FAO),,2009,44667.94
Central America (FAO),,2010,34540
Central America (FAO),,2011,38330
Central America (FAO),,2012,39174
Central America (FAO),,2013,41590
Central America (FAO),,2014,39519
Central America (FAO),,2015,42539
Central America (FAO),,2016,44241
Central America (FAO),,2017,35636
Central America (FAO),,2018,38573
Central America (FAO),,2019,36735
Central America (FAO),,2020,39484
Central Asia (FAO),,1992,162310
Central Asia (FAO),,1993,117080
Central Asia (FAO),,1994,118370
Central Asia (FAO),,1995,159420
Central Asia (FAO),,1996,96870
Central Asia (FAO),,1997,122420
Central Asia (FAO),,1998,123360
Central Asia (FAO),,1999,124340
Central Asia (FAO),,2000,110464
Central Asia (FAO),,2001,103523
Central Asia (FAO),,2002,105862
Central Asia (FAO),,2003,112498
Central Asia (FAO),,2004,98311
Central Asia (FAO),,2005,93778
Central Asia (FAO),,2006,88656
Central Asia (FAO),,2007,81977
Central Asia (FAO),,2008,78295
Central Asia (FAO),,2009,80153.3
Central Asia (FAO),,2010,78104.04
Central Asia (FAO),,2011,91234.81
Central Asia (FAO),,2012,92205.38
Central Asia (FAO),,2013,96358.63
Central Asia (FAO),,2014,87005.78
Central Asia (FAO),,2015,99771.91
Central Asia (FAO),,2016,97891.16
Central Asia (FAO),,2017,99797.32
Central Asia (FAO),,2018,117598.59
Central Asia (FAO),,2019,119583.28
Central Asia (FAO),,2020,116978.8
Chile,CHL,1961,485300
Chile,CHL,1962,553300
Chile,CHL,1963,460600
Chile,CHL,1964,483700
Chile,CHL,1965,364800
Chile,CHL,1966,473600
Chile,CHL,1967,488800
Chile,CHL,1968,518200
Chile,CHL,1969,402300
Chile,CHL,1970,400500
Chile,CHL,1971,525100
Chile,CHL,1972,611200
Chile,CHL,1973,569000
Chile,CHL,1974,499700
Chile,CHL,1975,464900
Chile,CHL,1976,514000
Chile,CHL,1977,579000
Chile,CHL,1978,561000
Chile,CHL,1979,592500
Chile,CHL,1980,586000
Chile,CHL,1981,594300
Chile,CHL,1982,610000
Chile,CHL,1983,490000
Chile,CHL,1984,385000
Chile,CHL,1985,438000
Chile,CHL,1986,335000
Chile,CHL,1987,390000
Chile,CHL,1988,422700
Chile,CHL,1989,390000
Chile,CHL,1990,397800
Chile,CHL,1991,289500
Chile,CHL,1992,316500
Chile,CHL,1993,380600
Chile,CHL,1994,359800
Chile,CHL,1995,316700
Chile,CHL,1996,382369
Chile,CHL,1997,454918
Chile,CHL,1998,547477
Chile,CHL,1999,480650
Chile,CHL,2000,667403
Chile,CHL,2001,565180
Chile,CHL,2002,562323
Chile,CHL,2003,668222
Chile,CHL,2004,630073
Chile,CHL,2005,788551
Chile,CHL,2006,802441
Chile,CHL,2007,791794
Chile,CHL,2008,868297
Chile,CHL,2009,1000900
Chile,CHL,2010,884413
Chile,CHL,2011,1046381
Chile,CHL,2012,1255371
Chile,CHL,2013,1282095
Chile,CHL,2014,989627
Chile,CHL,2015,1286686
Chile,CHL,2016,1014362
Chile,CHL,2017,949205.8
Chile,CHL,2018,1289897
Chile,CHL,2019,1193876
Chile,CHL,2020,1033723
China,CHN,1978,15000
China,CHN,1979,30000
China,CHN,1980,80000
China,CHN,1981,111000
China,CHN,1982,118000
China,CHN,1983,129000
China,CHN,1984,160000
China,CHN,1985,233000
China,CHN,1986,253000
China,CHN,1987,279000
China,CHN,1988,309000
China,CHN,1989,272000
China,CHN,1990,254000
China,CHN,1991,300000
China,CHN,1992,450000
China,CHN,1993,500000
China,CHN,1994,620000
China,CHN,1995,700000
China,CHN,1996,750000
China,CHN,1997,900000
China,CHN,1998,1064534
China,CHN,1999,1026122
China,CHN,2000,1050000
China,CHN,2001,1080000
China,CHN,2002,1120000
China,CHN,2003,1200000
China,CHN,2004,1300000
China,CHN,2005,1350000
China,CHN,2006,1400000
China,CHN,2007,1450000
China,CHN,2008,1500000
China,CHN,2009,1550000
China,CHN,2010,1600000
China,CHN,2011,1600000
China,CHN,2012,1650000
China,CHN,2013,1700000
China,CHN,2014,1722116.1
China,CHN,2015,1916347.2
China,CHN,2016,1843695.5
China,CHN,2017,1899349
China,CHN,2018,1985740.9
China,CHN,2019,2065561
China,CHN,2020,2000000
China (FAO),,1978,15000
China (FAO),,1979,30000
China (FAO),,1980,80000
China (FAO),,1981,111000
China (FAO),,1982,118000
China (FAO),,1983,129000
China (FAO),,1984,160000
China (FAO),,1985,233000
China (FAO),,1986,253000
China (FAO),,1987,279000
China (FAO),,1988,309000
China (FAO),,1989,272000
China (FAO),,1990,254000
China (FAO),,1991,300000
China (FAO),,1992,450000
China (FAO),,1993,500000
China (FAO),,1994,620000
China (FAO),,1995,700000
China (FAO),,1996,750000
China (FAO),,1997,900000
China (FAO),,1998,1064534
China (FAO),,1999,1026122
China (FAO),,2000,1050000
China (FAO),,2001,1080000
China (FAO),,2002,1120000
China (FAO),,2003,1200000
China (FAO),,2004,1300000
China (FAO),,2005,1350000
China (FAO),,2006,1400000
China (FAO),,2007,1450000
China (FAO),,2008,1500000
China (FAO),,2009,1550000
China (FAO),,2010,1600000
China (FAO),,2011,1600000
China (FAO),,2012,1650000
China (FAO),,2013,1700000
China (FAO),,2014,1722116.1
China (FAO),,2015,1916347.2
China (FAO),,2016,1843695.5
China (FAO),,2017,1899349
China (FAO),,2018,1985740.9
China (FAO),,2019,2065561
China (FAO),,2020,2000000
Colombia,COL,2010,8229.88
Colombia,COL,2011,7481.73
Colombia,COL,2012,11925
Colombia,COL,2013,12122
Colombia,COL,2014,12000
Colombia,COL,2015,2426
Colombia,COL,2016,2071
Colombia,COL,2017,2150
Colombia,COL,2018,2366.8
Colombia,COL,2019,2571.51
Colombia,COL,2020,2149.11
Croatia,HRV,1992,205915
Croatia,HRV,1993,208105
Croatia,HRV,1994,189253
Croatia,HRV,1995,178492
Croatia,HRV,1996,195801
Croatia,HRV,1997,225962
Croatia,HRV,1998,227727
Croatia,HRV,1999,209404
Croatia,HRV,2000,189100
Croatia,HRV,2001,195200
Croatia,HRV,2002,209500
Croatia,HRV,2003,176800
Croatia,HRV,2004,197900
Croatia,HRV,2005,77300
Croatia,HRV,2006,70000
Croatia,HRV,2007,65000
Croatia,HRV,2008,50869
Croatia,HRV,2009,55613.5
Croatia,HRV,2010,46346.3
Croatia,HRV,2011,42885
Croatia,HRV,2012,37312
Croatia,HRV,2013,46088
Croatia,HRV,2014,45272
Croatia,HRV,2015,47407
Croatia,HRV,2016,48489
Croatia,HRV,2017,46089
Croatia,HRV,2018,53400
Croatia,HRV,2019,73300
Croatia,HRV,2020,52500
Cuba,CUB,1999,14850
Cuba,CUB,2000,15590
Cuba,CUB,2001,14080
Cuba,CUB,2002,10800
Cuba,CUB,2003,11000
Cuba,CUB,2004,9900
Cuba,CUB,2005,9500
Cuba,CUB,2006,9390
Cuba,CUB,2007,10150
Cuba,CUB,2008,10650
Cuba,CUB,2009,10400
Cuba,CUB,2010,10760
Cuba,CUB,2011,11390
Cuba,CUB,2012,12400
Cuba,CUB,2013,11620
Cuba,CUB,2014,12500
Cuba,CUB,2015,11510
Cuba,CUB,2016,11660
Cuba,CUB,2017,11980
Cuba,CUB,2018,11400
Cuba,CUB,2019,10600
Cuba,CUB,2020,14430
Cyprus,CYP,1961,33567
Cyprus,CYP,1962,32117
Cyprus,CYP,1963,13861
Cyprus,CYP,1964,23412
Cyprus,CYP,1965,30726
Cyprus,CYP,1966,35440
Cyprus,CYP,1967,41868
Cyprus,CYP,1968,43596
Cyprus,CYP,1969,44641
Cyprus,CYP,1970,39868
Cyprus,CYP,1971,49460
Cyprus,CYP,1972,51483
Cyprus,CYP,1973,30816
Cyprus,CYP,1974,57506
Cyprus,CYP,1975,49197
Cyprus,CYP,1976,47342
Cyprus,CYP,1977,45957
Cyprus,CYP,1978,56500
Cyprus,CYP,1979,59400
Cyprus,CYP,1980,60000
Cyprus,CYP,1981,41600
Cyprus,CYP,1982,48300
Cyprus,CYP,1983,45000
Cyprus,CYP,1984,44200
Cyprus,CYP,1985,38700
Cyprus,CYP,1986,66500
Cyprus,CYP,1987,72000
Cyprus,CYP,1988,85000
Cyprus,CYP,1989,93600
Cyprus,CYP,1990,60000
Cyprus,CYP,1991,41500
Cyprus,CYP,1992,64500
Cyprus,CYP,1993,85000
Cyprus,CYP,1994,48500
Cyprus,CYP,1995,55500
Cyprus,CYP,1996,55900
Cyprus,CYP,1997,53400
Cyprus,CYP,1998,71000
Cyprus,CYP,1999,55500
Cyprus,CYP,2000,57000
Cyprus,CYP,2001,50300
Cyprus,CYP,2002,24000
Cyprus,CYP,2003,38500
Cyprus,CYP,2004,27239
Cyprus,CYP,2005,28885
Cyprus,CYP,2006,26086
Cyprus,CYP,2007,19084
Cyprus,CYP,2008,15697
Cyprus,CYP,2009,12238
Cyprus,CYP,2010,10923
Cyprus,CYP,2011,14076
Cyprus,CYP,2012,10752
Cyprus,CYP,2013,11432
Cyprus,CYP,2014,10958
Cyprus,CYP,2015,8945
Cyprus,CYP,2016,7900
Cyprus,CYP,2017,8100
Cyprus,CYP,2018,11000
Cyprus,CYP,2019,10900
Cyprus,CYP,2020,10000
Czechia,CZE,1993,45490
Czechia,CZE,1994,49679
Czechia,CZE,1995,45922
Czechia,CZE,1996,51561
Czechia,CZE,1997,40500
Czechia,CZE,1998,56047
Czechia,CZE,1999,56279
Czechia,CZE,2000,53815
Czechia,CZE,2001,60516
Czechia,CZE,2002,68029
Czechia,CZE,2003,73978
Czechia,CZE,2004,56000
Czechia,CZE,2005,55000
Czechia,CZE,2006,65561
Czechia,CZE,2007,59819
Czechia,CZE,2008,49725
Czechia,CZE,2009,47995
Czechia,CZE,2010,46276
Czechia,CZE,2011,45800
Czechia,CZE,2012,54600
Czechia,CZE,2013,48700
Czechia,CZE,2014,52000
Czechia,CZE,2015,53600
Czechia,CZE,2016,81900
Czechia,CZE,2017,63100
Czechia,CZE,2018,64500
Czechia,CZE,2019,68000
Czechia,CZE,2020,49200
Czechoslovakia,OWID_CZS,1961,33000
Czechoslovakia,OWID_CZS,1962,31700
Czechoslovakia,OWID_CZS,1963,44800
Czechoslovakia,OWID_CZS,1964,58900
Czechoslovakia,OWID_CZS,1965,69900
Czechoslovakia,OWID_CZS,1966,72600
Czechoslovakia,OWID_CZS,1967,74600
Czechoslovakia,OWID_CZS,1968,82500
Czechoslovakia,OWID_CZS,1969,98700
Czechoslovakia,OWID_CZS,1970,99100
Czechoslovakia,OWID_CZS,1971,102500
Czechoslovakia,OWID_CZS,1972,108977
Czechoslovakia,OWID_CZS,1973,111537
Czechoslovakia,OWID_CZS,1974,115110
Czechoslovakia,OWID_CZS,1975,123770
Czechoslovakia,OWID_CZS,1976,132458
Czechoslovakia,OWID_CZS,1977,138640
Czechoslovakia,OWID_CZS,1978,141705
Czechoslovakia,OWID_CZS,1979,131710
Czechoslovakia,OWID_CZS,1980,142082
Czechoslovakia,OWID_CZS,1981,142304
Czechoslovakia,OWID_CZS,1982,130345
Czechoslovakia,OWID_CZS,1983,137761
Czechoslovakia,OWID_CZS,1984,156309
Czechoslovakia,OWID_CZS,1985,18100
Czechoslovakia,OWID_CZS,1986,140291
Czechoslovakia,OWID_CZS,1987,73600
Czechoslovakia,OWID_CZS,1988,142236
Czechoslovakia,OWID_CZS,1989,139164
Czechoslovakia,OWID_CZS,1990,142135
Czechoslovakia,OWID_CZS,1991,155000
Czechoslovakia,OWID_CZS,1992,134000
Democratic Republic of Congo,COD,2010,0
Democratic Republic of Congo,COD,2011,0
Democratic Republic of Congo,COD,2012,0
Democratic Republic of Congo,COD,2013,0
Eastern Africa (FAO),,1961,1120
Eastern Africa (FAO),,1962,1160
Eastern Africa (FAO),,1963,1260
Eastern Africa (FAO),,1964,1260
Eastern Africa (FAO),,1965,1410
Eastern Africa (FAO),,1966,1445
Eastern Africa (FAO),,1967,1522.99
Eastern Africa (FAO),,1968,1723.24
Eastern Africa (FAO),,1969,2574.25
Eastern Africa (FAO),,1970,2416.5
Eastern Africa (FAO),,1971,2429.25
Eastern Africa (FAO),,1972,2524.25
Eastern Africa (FAO),,1973,2492.25
Eastern Africa (FAO),,1974,2705.5
Eastern Africa (FAO),,1975,8102.5
Eastern Africa (FAO),,1976,9401.5
Eastern Africa (FAO),,1977,10728.75
Eastern Africa (FAO),,1978,10403.99
Eastern Africa (FAO),,1979,7502.25
Eastern Africa (FAO),,1980,8422.25
Eastern Africa (FAO),,1981,8384.19
Eastern Africa (FAO),,1982,8607.25
Eastern Africa (FAO),,1983,9113.25
Eastern Africa (FAO),,1984,9868.25
Eastern Africa (FAO),,1985,9827.25
Eastern Africa (FAO),,1986,9745.25
Eastern Africa (FAO),,1987,9848.25
Eastern Africa (FAO),,1988,10079.72
Eastern Africa (FAO),,1989,10507
Eastern Africa (FAO),,1990,8052.49
Eastern Africa (FAO),,1991,8076.49
Eastern Africa (FAO),,1992,8121.95
Eastern Africa (FAO),,1993,8254.21
Eastern Africa (FAO),,1994,8103
Eastern Africa (FAO),,1995,8584.68
Eastern Africa (FAO),,1996,8581.89
Eastern Africa (FAO),,1997,8948.07
Eastern Africa (FAO),,1998,9713.13
Eastern Africa (FAO),,1999,9756
Eastern Africa (FAO),,2000,10160
Eastern Africa (FAO),,2001,10398
Eastern Africa (FAO),,2002,10466
Eastern Africa (FAO),,2003,10621
Eastern Africa (FAO),,2004,10782.5
Eastern Africa (FAO),,2005,11333.75
Eastern Africa (FAO),,2006,10959.25
Eastern Africa (FAO),,2007,12169.5
Eastern Africa (FAO),,2008,10658.59
Eastern Africa (FAO),,2009,11658.62
Eastern Africa (FAO),,2010,10963.94
Eastern Africa (FAO),,2011,10866.61
Eastern Africa (FAO),,2012,11070.87
Eastern Africa (FAO),,2013,11020.87
Eastern Africa (FAO),,2014,8363.74
Eastern Africa (FAO),,2015,8532.9
Eastern Africa (FAO),,2016,8594.72
Eastern Africa (FAO),,2017,12485.92
Eastern Africa (FAO),,2018,12175.77
Eastern Africa (FAO),,2019,4960.64
Eastern Africa (FAO),,2020,4004.35
Eastern Asia (FAO),,1961,10800
Eastern Asia (FAO),,1962,13700
Eastern Asia (FAO),,1963,13300
Eastern Asia (FAO),,1964,6491
Eastern Asia (FAO),,1965,10084
Eastern Asia (FAO),,1966,10291
Eastern Asia (FAO),,1967,19414
Eastern Asia (FAO),,1968,22560
Eastern Asia (FAO),,1969,16920
Eastern Asia (FAO),,1970,15200
Eastern Asia (FAO),,1971,15600
Eastern Asia (FAO),,1972,17400
Eastern Asia (FAO),,1973,21800
Eastern Asia (FAO),,1974,25000
Eastern Asia (FAO),,1975,30000
Eastern Asia (FAO),,1976,35000
Eastern Asia (FAO),,1977,38060
Eastern Asia (FAO),,1978,71690
Eastern Asia (FAO),,1979,75250
Eastern Asia (FAO),,1980,125620
Eastern Asia (FAO),,1981,154270
Eastern Asia (FAO),,1982,177220
Eastern Asia (FAO),,1983,187890
Eastern Asia (FAO),,1984,205070
Eastern Asia (FAO),,1985,284420
Eastern Asia (FAO),,1986,297580
Eastern Asia (FAO),,1987,331730
Eastern Asia (FAO),,1988,369940
Eastern Asia (FAO),,1989,327410
Eastern Asia (FAO),,1990,312283
Eastern Asia (FAO),,1991,356944
Eastern Asia (FAO),,1992,500315
Eastern Asia (FAO),,1993,551020
Eastern Asia (FAO),,1994,672050
Eastern Asia (FAO),,1995,765210
Eastern Asia (FAO),,1996,817513
Eastern Asia (FAO),,1997,993400
Eastern Asia (FAO),,1998,1180444
Eastern Asia (FAO),,1999,1126372
Eastern Asia (FAO),,2000,1147400
Eastern Asia (FAO),,2001,1190510
Eastern Asia (FAO),,2002,1230990
Eastern Asia (FAO),,2003,1293840
Eastern Asia (FAO),,2004,1393819
Eastern Asia (FAO),,2005,1445511
Eastern Asia (FAO),,2006,1489960
Eastern Asia (FAO),,2007,1513000
Eastern Asia (FAO),,2008,1566000
Eastern Asia (FAO),,2009,1623000
Eastern Asia (FAO),,2010,1675000
Eastern Asia (FAO),,2011,1679000
Eastern Asia (FAO),,2012,1730000
Eastern Asia (FAO),,2013,1780000
Eastern Asia (FAO),,2014,1807116.1
Eastern Asia (FAO),,2015,1992291.2
Eastern Asia (FAO),,2016,1924326.5
Eastern Asia (FAO),,2017,1978067
Eastern Asia (FAO),,2018,2065658
Eastern Asia (FAO),,2019,2151980.2
Eastern Asia (FAO),,2020,2080791.9
Eastern Europe (FAO),,1961,1881359
Eastern Europe (FAO),,1962,2298334
Eastern Europe (FAO),,1963,2574746
Eastern Europe (FAO),,1964,2729316
Eastern Europe (FAO),,1965,2568610
Eastern Europe (FAO),,1966,2966090
Eastern Europe (FAO),,1967,3228480
Eastern Europe (FAO),,1968,3655600
Eastern Europe (FAO),,1969,4238270
Eastern Europe (FAO),,1970,4079300
Eastern Europe (FAO),,1971,4379300
Eastern Europe (FAO),,1972,3518577
Eastern Europe (FAO),,1973,4676937
Eastern Europe (FAO),,1974,4293510
Eastern Europe (FAO),,1975,4670970
Eastern Europe (FAO),,1976,5237558
Eastern Europe (FAO),,1977,5049040
Eastern Europe (FAO),,1978,4302605
Eastern Europe (FAO),,1979,4939310
Eastern Europe (FAO),,1980,5100622
Eastern Europe (FAO),,1981,5452924
Eastern Europe (FAO),,1982,6178075
Eastern Europe (FAO),,1983,5677508
Eastern Europe (FAO),,1984,5592885
Eastern Europe (FAO),,1985,3877920
Eastern Europe (FAO),,1986,3564421
Eastern Europe (FAO),,1987,3033580
Eastern Europe (FAO),,1988,3375307
Eastern Europe (FAO),,1989,3169190
Eastern Europe (FAO),,1990,2977891
Eastern Europe (FAO),,1991,2771500
Eastern Europe (FAO),,1992,2259888
Eastern Europe (FAO),,1993,2283279
Eastern Europe (FAO),,1994,2018917
Eastern Europe (FAO),,1995,2122550
Eastern Europe (FAO),,1996,2179938
Eastern Europe (FAO),,1997,1851713
Eastern Europe (FAO),,1998,1729887
Eastern Europe (FAO),,1999,1631648
Eastern Europe (FAO),,2000,1817021
Eastern Europe (FAO),,2001,2025238
Eastern Europe (FAO),,2002,1854112
Eastern Europe (FAO),,2003,2010528
Eastern Europe (FAO),,2004,2473210
Eastern Europe (FAO),,2005,1755481.5
Eastern Europe (FAO),,2006,1984390.8
Eastern Europe (FAO),,2007,1983213
Eastern Europe (FAO),,2008,2147183
Eastern Europe (FAO),,2009,1998373
Eastern Europe (FAO),,2010,1952547
Eastern Europe (FAO),,2011,1955208
Eastern Europe (FAO),,2012,1758020
Eastern Europe (FAO),,2013,1950131
Eastern Europe (FAO),,2014,1591984
Eastern Europe (FAO),,2015,1563837
Eastern Europe (FAO),,2016,1644125
Eastern Europe (FAO),,2017,1732615
Eastern Europe (FAO),,2018,1411415
Eastern Europe (FAO),,2019,1636920
Eastern Europe (FAO),,2020,1564831
Egypt,EGY,1961,2200
Egypt,EGY,1962,3741
Egypt,EGY,1963,2418
Egypt,EGY,1964,2356
Egypt,EGY,1965,2254
Egypt,EGY,1966,3227
Egypt,EGY,1967,3347
Egypt,EGY,1968,5102
Egypt,EGY,1969,5872
Egypt,EGY,1970,5899
Egypt,EGY,1971,5424
Egypt,EGY,1972,5592
Egypt,EGY,1973,3413
Egypt,EGY,1974,1427
Egypt,EGY,1975,1955
Egypt,EGY,1976,1089
Egypt,EGY,1977,1283
Egypt,EGY,1978,1662
Egypt,EGY,1979,1459
Egypt,EGY,1980,1650
Egypt,EGY,1981,1587
Egypt,EGY,1982,1524
Egypt,EGY,1983,1564
Egypt,EGY,1984,1708
Egypt,EGY,1985,1850
Egypt,EGY,1986,2000
Egypt,EGY,1987,2050
Egypt,EGY,1988,2100
Egypt,EGY,1989,2200
Egypt,EGY,1990,2250
Egypt,EGY,1991,2300
Egypt,EGY,1992,2400
Egypt,EGY,1993,2450
Egypt,EGY,1994,2480
Egypt,EGY,1995,2550
Egypt,EGY,1996,2600
Egypt,EGY,1997,2665
Egypt,EGY,1998,2700
Egypt,EGY,1999,2730
Egypt,EGY,2000,2950
Egypt,EGY,2001,4200
Egypt,EGY,2002,4200
Egypt,EGY,2003,5600
Egypt,EGY,2004,6800
Egypt,EGY,2005,6800
Egypt,EGY,2006,6800
Egypt,EGY,2007,10500
Egypt,EGY,2008,14268
Egypt,EGY,2009,11771
Egypt,EGY,2010,4400
Egypt,EGY,2011,4300
Egypt,EGY,2012,4500
Egypt,EGY,2013,4500
Egypt,EGY,2014,5000
Egypt,EGY,2015,5930.62
Egypt,EGY,2016,5847.51
Egypt,EGY,2017,6005.78
Egypt,EGY,2018,5675.68
Egypt,EGY,2019,5427
Egypt,EGY,2020,5346
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0
Estonia,EST,2019,1926.99
Estonia,EST,2020,1820.07
Ethiopia,ETH,1993,1043.21
Ethiopia,ETH,1994,999
Ethiopia,ETH,1995,1070.68
Ethiopia,ETH,1996,1104.89
Ethiopia,ETH,1997,1183.07
Ethiopia,ETH,1998,1897.13
Ethiopia,ETH,1999,1791
Ethiopia,ETH,2000,2344
Ethiopia,ETH,2001,2483
Ethiopia,ETH,2002,2550
Ethiopia,ETH,2003,2604
Ethiopia,ETH,2004,2764.5
Ethiopia,ETH,2005,3213.75
Ethiopia,ETH,2006,2636.25
Ethiopia,ETH,2007,3019.5
Ethiopia,ETH,2008,1409.59
